user_id,variant,converted,pre_spend,sessions,clicks
USR_00665,A (Control),0,34.46,3,0
USR_00666,A (Control),0,13.95,6,1
USR_00667,A (Control),0,10.7,4,2
USR_00668,A (Control),0,98.19,4,1
USR_00669,A (Control),1,62.14,5,3
USR_00670,A (Control),0,69.74,4,1
USR_00671,A (Control),0,52.15,4,3
USR_00672,A (Control),0,24.71,2,1
USR_00673,A (Control),0,35.58,6,1
USR_00674,A (Control),0,20.26,10,4
USR_00675,A (Control),0,18.29,5,2
USR_00676,A (Control),0,76.38,4,2
USR_00677,A (Control),0,11.59,1,1
USR_00678,A (Control),0,20.37,4,0
USR_00679,A (Control),0,37.05,4,2
USR_00680,A (Control),0,46.51,8,4
USR_00681,A (Control),0,14.73,5,4
USR_00682,A (Control),0,57.64,3,1
USR_00683,A (Control),0,50.27,7,1
USR_00684,A (Control),0,97.18,2,2
USR_00685,A (Control),0,47.03,3,3
USR_00686,A (Control),0,61.38,5,0
USR_00687,A (Control),0,25.78,2,0
USR_00688,A (Control),0,26.6,2,2
USR_00689,A (Control),0,16.06,6,2
USR_00690,A (Control),1,25.97,4,0
USR_00691,A (Control),0,35.22,3,1
USR_00692,A (Control),1,91.42,5,2
USR_00693,A (Control),0,23.1,2,3
USR_00694,A (Control),0,142.13,5,1
USR_00695,A (Control),0,64.8,2,0
USR_00696,A (Control),0,56.69,3,0
USR_00697,A (Control),0,44.64,7,0
USR_00698,A (Control),0,39.15,5,1
USR_00699,A (Control),0,28.91,2,2
USR_00700,A (Control),0,14.22,5,1
USR_00701,A (Control),0,23.72,6,3
USR_00702,A (Control),0,111.72,3,1
USR_00703,A (Control),0,62.33,6,2
USR_00704,A (Control),0,111.12,7,4
USR_00705,A (Control),0,28.37,4,2
USR_00706,A (Control),1,19.8,6,1
USR_00707,A (Control),0,44.34,5,1
USR_00708,A (Control),0,24.39,5,2
USR_00709,A (Control),0,50.59,7,4
USR_00710,A (Control),0,11.77,4,0
USR_00711,A (Control),0,7.15,7,1
USR_00712,A (Control),0,55.3,4,2
USR_00713,A (Control),0,113.58,2,0
USR_00714,A (Control),0,56.88,4,5
USR_00715,A (Control),0,61.94,2,0
USR_00716,A (Control),0,45.61,2,1
USR_00717,A (Control),0,48.51,7,1
USR_00718,A (Control),0,13.62,7,3
USR_00719,A (Control),0,25.09,4,2
USR_00720,A (Control),0,90.86,3,2
USR_00721,A (Control),0,34.67,3,1
USR_00722,A (Control),0,89.76,7,1
USR_00723,A (Control),0,47.64,5,0
USR_00724,A (Control),0,49.24,5,3
USR_00725,A (Control),0,34.86,6,2
USR_00726,A (Control),0,67.7,5,1
USR_00727,A (Control),0,78.04,3,0
USR_00728,A (Control),0,24.07,5,1
USR_00729,A (Control),0,14.77,7,2
USR_00730,A (Control),0,8.64,5,3
USR_00731,A (Control),0,60.07,5,2
USR_00732,A (Control),0,55.81,3,4
USR_00733,A (Control),0,165.96,3,1
USR_00734,A (Control),0,45.79,7,3
USR_00735,A (Control),0,40.49,5,1
USR_00736,A (Control),0,51.69,4,2
USR_00737,A (Control),0,53.51,6,3
USR_00738,A (Control),0,38.38,2,0
USR_00739,A (Control),0,24.68,4,0
USR_00740,A (Control),0,44.17,6,2
USR_00741,A (Control),0,43.07,3,0
USR_00742,A (Control),0,42.6,3,1
USR_00743,A (Control),0,72.14,6,2
USR_00744,A (Control),1,43.64,4,2
USR_00745,A (Control),0,15.05,3,1
USR_00746,A (Control),0,27.75,3,2
USR_00747,A (Control),1,38.06,7,2
USR_00748,A (Control),0,45.02,6,3
USR_00749,A (Control),0,60.87,8,3
USR_00750,A (Control),0,45.26,1,0
USR_00751,A (Control),0,7.31,3,1
USR_00752,A (Control),0,16.59,2,1
USR_00753,A (Control),1,63.5,5,2
USR_00754,A (Control),0,37.35,5,0
USR_00755,A (Control),0,47.86,4,3
USR_00756,A (Control),0,34.15,2,0
USR_00757,A (Control),0,27.67,1,0
USR_00758,A (Control),0,35.02,8,3
USR_00759,A (Control),0,48.23,6,2
USR_00760,A (Control),0,43.42,4,0
USR_00761,A (Control),0,77.73,5,1
USR_00762,A (Control),0,12.67,4,2
USR_00763,A (Control),0,14.26,1,1
USR_00764,A (Control),0,37.05,4,3
USR_00765,A (Control),0,61.31,4,4
USR_00766,A (Control),0,69.74,7,4
USR_00767,A (Control),0,28.48,6,3
USR_00768,A (Control),0,3.06,5,2
USR_00769,A (Control),0,29.16,5,0
USR_00770,A (Control),0,55.92,5,1
USR_00771,A (Control),0,42.88,8,2
USR_00772,A (Control),0,62.72,4,1
USR_00773,A (Control),0,88.97,1,0
USR_00774,A (Control),0,38.83,4,2
USR_00775,A (Control),0,31.55,6,2
USR_00776,A (Control),0,22.16,3,0
USR_00777,A (Control),0,14.19,5,0
USR_00778,A (Control),0,11.07,2,3
USR_00779,A (Control),0,26.47,5,4
USR_00780,A (Control),0,81.72,4,0
USR_00781,A (Control),0,66.51,9,4
USR_00782,A (Control),0,30.5,4,1
USR_00783,A (Control),1,142.92,3,0
USR_00784,A (Control),0,27.84,3,2
USR_00785,A (Control),0,94.06,6,4
USR_00786,A (Control),0,107.47,6,2
USR_00787,A (Control),1,58.33,5,0
USR_00788,A (Control),0,26.29,6,2
USR_00789,A (Control),0,33.44,2,1
USR_00790,A (Control),0,49.0,6,4
USR_00791,A (Control),0,14.54,5,2
USR_00792,A (Control),0,20.56,5,3
USR_00793,A (Control),1,19.24,6,1
USR_00794,A (Control),0,61.13,3,2
USR_00795,A (Control),0,88.45,3,1
USR_00796,A (Control),0,68.13,3,2
USR_00797,A (Control),0,79.77,3,0
USR_00798,A (Control),0,24.65,6,2
USR_00799,A (Control),0,34.51,5,1
USR_00800,A (Control),0,36.36,1,0
USR_00801,A (Control),0,58.19,3,2
USR_00802,A (Control),0,27.02,5,3
USR_00803,A (Control),0,76.79,7,4
USR_00804,A (Control),0,105.7,6,0
USR_00805,A (Control),0,60.07,5,3
USR_00806,A (Control),0,33.45,6,2
USR_00807,A (Control),0,23.03,7,2
USR_00808,A (Control),0,19.28,2,0
USR_00809,A (Control),0,7.4,5,3
USR_00810,A (Control),0,37.14,2,0
USR_00811,A (Control),1,35.68,3,2
USR_00812,A (Control),0,73.92,7,5
USR_00813,A (Control),0,28.33,4,0
USR_00814,A (Control),0,38.6,3,6
USR_00815,A (Control),0,52.2,2,3
USR_00816,A (Control),0,59.45,1,0
USR_00817,A (Control),0,68.77,2,0
USR_00818,A (Control),0,48.88,3,1
USR_00819,A (Control),0,15.27,2,0
USR_00820,A (Control),1,56.2,4,0
USR_00821,A (Control),0,26.85,6,3
USR_00822,A (Control),0,90.97,4,2
USR_00823,A (Control),0,43.96,5,2
USR_00824,A (Control),0,50.81,8,2
USR_00825,A (Control),0,173.91,8,2
USR_00826,A (Control),0,69.51,2,3
USR_00827,A (Control),0,55.55,7,3
USR_00828,A (Control),0,39.38,3,2
USR_00829,A (Control),0,16.36,4,1
USR_00830,A (Control),0,37.47,8,5
USR_00831,A (Control),0,22.81,3,2
USR_00832,A (Control),1,113.43,5,1
USR_00833,A (Control),0,56.02,6,3
USR_00834,A (Control),1,88.97,6,5
USR_00835,A (Control),0,27.75,3,0
USR_00836,A (Control),0,24.09,4,2
USR_00837,A (Control),0,65.36,4,4
USR_00838,A (Control),0,22.11,3,2
USR_00839,A (Control),0,31.69,9,4
USR_00840,A (Control),0,116.65,2,0
USR_00841,A (Control),0,32.6,5,2
USR_00842,A (Control),0,13.55,2,1
USR_00843,A (Control),0,9.42,3,1
USR_00844,A (Control),0,12.15,5,6
USR_00845,A (Control),0,92.14,3,2
USR_00846,A (Control),0,29.03,3,0
USR_00847,A (Control),0,170.7,7,3
USR_00848,A (Control),0,106.43,5,1
USR_00849,A (Control),0,133.28,3,1
USR_00850,A (Control),0,81.01,4,1
USR_00851,A (Control),1,63.22,3,0
USR_00852,A (Control),0,23.43,4,2
USR_00853,A (Control),0,43.23,7,1
USR_00854,A (Control),0,67.24,1,0
USR_00855,A (Control),0,77.98,5,1
USR_00856,A (Control),0,17.66,6,5
USR_00857,A (Control),0,37.88,6,2
USR_00858,A (Control),0,40.94,3,1
USR_00859,A (Control),0,39.85,6,3
USR_00860,A (Control),0,19.63,5,1
USR_00861,A (Control),0,124.04,2,0
USR_00862,A (Control),0,37.0,5,3
USR_00863,A (Control),0,20.78,4,0
USR_00864,A (Control),0,125.86,8,2
USR_00865,A (Control),0,106.49,4,0
USR_00866,A (Control),0,47.61,5,1
USR_00867,A (Control),0,31.01,3,1
USR_00868,A (Control),0,11.3,3,1
USR_00869,A (Control),0,60.28,3,0
USR_00870,A (Control),0,29.47,2,0
USR_00871,A (Control),0,42.53,5,0
USR_00872,A (Control),0,119.25,4,0
USR_00873,A (Control),0,27.91,3,0
USR_00874,A (Control),0,58.65,3,0
USR_00875,A (Control),0,70.02,2,0
USR_00876,A (Control),0,90.42,4,2
USR_00877,A (Control),0,40.45,6,5
USR_00878,A (Control),0,37.61,3,2
USR_00879,A (Control),0,37.0,5,1
USR_00880,A (Control),0,55.07,5,1
USR_00881,A (Control),0,103.8,7,0
USR_00882,A (Control),0,35.83,2,0
USR_00883,A (Control),0,3.98,5,2
USR_00884,A (Control),0,74.92,4,6
USR_00885,A (Control),0,45.34,7,5
USR_00886,A (Control),0,60.37,3,1
USR_00887,A (Control),0,11.69,4,1
USR_00888,A (Control),0,29.55,6,1
USR_00889,A (Control),0,71.17,7,2
USR_00890,A (Control),0,15.9,5,2
USR_00891,A (Control),0,58.57,1,0
USR_00892,A (Control),0,42.29,7,3
USR_00893,A (Control),1,25.11,3,2
USR_00894,A (Control),1,23.59,4,1
USR_00895,A (Control),0,19.78,5,2
USR_00896,A (Control),0,45.17,3,1
USR_00897,A (Control),1,48.74,5,1
USR_00898,A (Control),0,33.4,2,0
USR_00899,A (Control),0,18.81,3,1
USR_00900,A (Control),0,57.5,5,2
USR_00901,A (Control),0,75.76,4,2
USR_00902,A (Control),0,64.24,7,3
USR_00903,A (Control),1,136.51,5,3
USR_00904,A (Control),0,38.17,7,2
USR_00905,A (Control),0,97.72,3,2
USR_00906,A (Control),0,26.96,7,3
USR_00907,A (Control),0,23.81,5,1
USR_00908,A (Control),0,47.05,2,0
USR_00909,A (Control),0,110.92,6,2
USR_00910,A (Control),0,35.3,13,9
USR_00911,A (Control),0,11.68,4,0
USR_00912,A (Control),1,74.88,9,7
USR_00913,A (Control),0,41.08,6,2
USR_00914,A (Control),0,52.74,4,2
USR_00915,A (Control),0,24.76,8,5
USR_00916,A (Control),0,46.75,4,0
USR_00917,A (Control),0,13.29,5,0
USR_00918,A (Control),0,125.18,7,1
USR_00919,A (Control),1,83.54,5,1
USR_00920,A (Control),0,45.36,6,5
USR_00921,A (Control),0,73.6,4,0
USR_00922,A (Control),0,27.01,4,3
USR_00923,A (Control),0,81.28,7,3
USR_00924,A (Control),0,34.21,4,0
USR_00925,A (Control),0,32.5,4,0
USR_00926,A (Control),0,20.86,3,2
USR_00927,A (Control),0,57.04,5,2
USR_00928,A (Control),0,44.05,2,0
USR_00929,A (Control),0,99.62,6,4
USR_00930,A (Control),0,18.98,6,1
USR_00931,A (Control),1,57.2,2,1
USR_00932,A (Control),0,88.53,2,1
USR_00933,A (Control),0,49.31,4,3
USR_00934,A (Control),0,33.75,1,0
USR_00935,A (Control),1,48.48,3,0
USR_00936,A (Control),0,94.85,5,1
USR_00937,A (Control),0,94.82,4,0
USR_00938,A (Control),0,39.95,5,2
USR_00939,A (Control),1,93.83,2,0
USR_00940,A (Control),0,42.66,2,1
USR_00941,A (Control),0,73.09,3,2
USR_00942,A (Control),0,61.5,2,0
USR_00943,A (Control),0,32.79,3,2
USR_00944,A (Control),0,21.46,4,2
USR_00945,A (Control),0,89.95,4,1
USR_00946,A (Control),0,105.32,4,0
USR_00947,A (Control),0,56.34,2,0
USR_00948,A (Control),0,42.62,4,3
USR_00949,A (Control),0,17.07,5,2
USR_00950,A (Control),0,88.54,5,3
USR_00951,A (Control),1,52.22,9,4
USR_00952,A (Control),0,36.15,2,0
USR_00953,A (Control),0,74.38,11,5
USR_00954,A (Control),0,14.56,2,1
USR_00955,A (Control),0,20.05,1,0
USR_00956,A (Control),0,26.29,4,0
USR_00957,A (Control),0,60.29,5,0
USR_00958,A (Control),0,48.84,5,1
USR_00959,A (Control),0,64.83,6,3
USR_00960,A (Control),0,84.9,3,2
USR_00961,A (Control),0,66.3,5,2
USR_00962,A (Control),0,126.78,5,1
USR_00963,A (Control),0,84.78,4,1
USR_00964,A (Control),0,39.89,6,3
USR_00965,A (Control),0,29.41,3,2
USR_00966,A (Control),0,40.72,2,1
USR_00967,A (Control),0,67.75,7,2
USR_00968,A (Control),0,31.74,3,0
USR_00969,A (Control),0,68.93,2,0
USR_00970,A (Control),0,64.09,2,0
USR_00971,A (Control),0,21.22,7,6
USR_00972,A (Control),0,83.81,4,1
USR_00973,A (Control),0,55.07,7,4
USR_00974,A (Control),0,123.1,2,1
USR_00975,A (Control),0,42.76,7,1
USR_00976,A (Control),0,35.01,5,2
USR_00977,A (Control),0,19.13,3,1
USR_00978,A (Control),0,18.89,4,1
USR_00979,A (Control),0,77.76,5,1
USR_00980,A (Control),0,115.72,5,1
USR_00981,A (Control),0,40.33,4,2
USR_00982,A (Control),0,38.55,3,2
USR_00983,A (Control),0,45.43,3,1
USR_00984,A (Control),0,87.33,10,7
USR_00985,A (Control),0,21.36,3,2
USR_00986,A (Control),0,50.74,2,2
USR_00987,A (Control),0,78.85,4,1
USR_00988,A (Control),0,59.82,6,0
USR_00989,A (Control),0,2.53,2,1
USR_00990,A (Control),0,66.51,4,3
USR_00991,A (Control),0,60.19,6,2
USR_00992,A (Control),0,97.66,2,1
USR_00993,A (Control),1,110.24,6,6
USR_00994,A (Control),0,94.71,2,0
USR_00995,A (Control),0,45.59,8,5
USR_00996,A (Control),0,11.21,4,1
USR_00997,A (Control),0,38.36,7,3
USR_00998,A (Control),0,44.63,3,0
USR_00999,A (Control),0,114.84,3,2
USR_01000,A (Control),0,24.94,5,3
USR_01001,A (Control),0,14.93,3,1
USR_01002,A (Control),0,31.88,3,2
USR_01003,A (Control),0,25.98,5,2
USR_01004,A (Control),0,13.72,5,1
USR_01005,A (Control),0,40.93,5,4
USR_01006,A (Control),0,45.81,5,3
USR_01007,A (Control),0,13.03,6,4
USR_01008,A (Control),0,34.85,5,1
USR_01009,A (Control),0,24.75,4,3
USR_01010,A (Control),0,46.81,4,1
USR_01011,A (Control),0,49.92,3,0
USR_01012,A (Control),0,24.75,5,0
USR_01013,A (Control),0,83.36,6,1
USR_01014,A (Control),0,43.96,4,1
USR_01015,A (Control),0,25.65,4,0
USR_01016,A (Control),0,12.3,6,0
USR_01017,A (Control),0,51.68,7,5
USR_01018,A (Control),0,60.1,4,3
USR_01019,A (Control),0,30.61,5,3
USR_01020,A (Control),1,47.8,4,1
USR_01021,A (Control),0,110.23,7,2
USR_01022,A (Control),0,75.46,4,1
USR_01023,A (Control),0,5.84,2,0
USR_01024,A (Control),0,25.42,4,2
USR_01025,A (Control),0,39.58,4,0
USR_01026,A (Control),0,45.64,2,1
USR_01027,A (Control),1,48.49,3,1
USR_01028,A (Control),0,57.69,5,3
USR_01029,A (Control),0,40.5,5,5
USR_01030,A (Control),0,43.89,3,2
USR_01031,A (Control),0,77.89,3,2
USR_01032,A (Control),0,52.35,4,1
USR_01033,A (Control),0,17.63,3,0
USR_01034,A (Control),0,46.61,2,1
USR_01035,A (Control),0,39.66,5,1
USR_01036,A (Control),0,8.19,3,0
USR_01037,A (Control),0,48.21,3,1
USR_01038,A (Control),0,19.57,3,1
USR_01039,A (Control),0,78.6,5,4
USR_01040,A (Control),0,57.17,3,1
USR_01041,A (Control),0,16.84,3,1
USR_01042,A (Control),0,76.42,4,2
USR_01043,A (Control),0,98.61,4,1
USR_01044,A (Control),0,36.38,6,5
USR_01045,A (Control),0,39.5,3,0
USR_01046,A (Control),0,71.85,6,4
USR_01047,A (Control),0,94.19,5,4
USR_01048,A (Control),0,10.5,4,0
USR_01049,A (Control),0,18.5,4,2
USR_01050,A (Control),0,32.33,2,1
USR_01051,A (Control),0,34.88,6,5
USR_01052,A (Control),0,70.58,2,0
USR_01053,A (Control),0,94.49,1,0
USR_01054,A (Control),0,98.78,3,2
USR_01055,A (Control),0,10.27,5,1
USR_01056,A (Control),0,23.68,4,3
USR_01057,A (Control),0,28.13,5,2
USR_01058,A (Control),0,23.6,5,2
USR_01059,A (Control),0,57.05,4,0
USR_01060,A (Control),0,61.49,1,0
USR_01061,A (Control),0,43.52,2,1
USR_01062,A (Control),1,40.78,6,1
USR_01063,A (Control),0,33.33,5,5
USR_01064,A (Control),1,36.15,3,2
USR_01065,A (Control),0,109.49,5,3
USR_01066,A (Control),0,67.26,4,1
USR_01067,A (Control),0,34.23,6,2
USR_01068,A (Control),0,40.25,6,4
USR_01069,A (Control),0,57.9,6,2
USR_01070,A (Control),0,16.83,4,1
USR_01071,A (Control),0,47.68,3,1
USR_01072,A (Control),0,64.96,3,1
USR_01073,A (Control),0,59.81,1,0
USR_01074,A (Control),0,24.03,7,3
USR_01075,A (Control),1,27.51,3,1
USR_01076,A (Control),0,7.28,7,2
USR_01077,A (Control),1,69.29,2,2
USR_01078,A (Control),1,137.56,2,2
USR_01079,A (Control),0,21.51,6,0
USR_01080,A (Control),0,84.5,3,1
USR_01081,A (Control),0,130.33,5,1
USR_01082,A (Control),0,31.03,2,1
USR_01083,A (Control),0,40.29,5,2
USR_01084,A (Control),0,51.24,8,0
USR_01085,A (Control),0,58.61,5,3
USR_01086,A (Control),0,53.05,1,0
USR_01087,A (Control),0,32.8,5,1
USR_01088,A (Control),1,64.33,8,0
USR_01089,A (Control),0,33.34,6,4
USR_01090,A (Control),0,55.41,2,1
USR_01091,A (Control),0,42.48,2,1
USR_01092,A (Control),0,9.29,4,2
USR_01093,A (Control),0,92.11,3,1
USR_01094,A (Control),0,28.06,5,2
USR_01095,A (Control),0,97.7,4,1
USR_01096,A (Control),0,82.45,2,0
USR_01097,A (Control),0,50.24,6,2
USR_01098,A (Control),1,60.56,7,2
USR_01099,A (Control),0,65.24,6,3
USR_01100,A (Control),0,37.78,5,2
USR_01101,A (Control),0,39.03,4,1
USR_01102,A (Control),0,63.26,5,2
USR_01103,A (Control),0,42.78,4,0
USR_01104,A (Control),0,32.87,3,2
USR_01105,A (Control),0,24.33,3,1
USR_01106,A (Control),0,56.46,4,3
USR_01107,A (Control),0,27.38,5,1
USR_01108,A (Control),0,74.0,4,1
USR_01109,A (Control),0,77.88,1,0
USR_01110,A (Control),0,60.26,4,0
USR_01111,A (Control),0,68.38,9,7
USR_01112,A (Control),0,60.37,5,3
USR_01113,A (Control),0,71.43,4,1
USR_01114,A (Control),1,69.55,7,2
USR_01115,A (Control),0,54.52,5,1
USR_01116,A (Control),0,83.09,2,0
USR_01117,A (Control),1,38.71,6,1
USR_01118,A (Control),0,24.9,4,0
USR_01119,A (Control),0,23.94,7,3
USR_01120,A (Control),0,34.88,7,3
USR_01121,A (Control),0,8.08,5,2
USR_01122,A (Control),0,49.92,5,3
USR_01123,A (Control),0,65.78,7,2
USR_01124,A (Control),0,77.21,5,1
USR_01125,A (Control),0,11.15,3,0
USR_01126,A (Control),1,24.53,4,2
USR_01127,A (Control),0,72.63,6,5
USR_01128,A (Control),0,37.87,3,2
USR_01129,A (Control),1,64.86,4,2
USR_01130,A (Control),0,16.13,4,2
USR_01131,A (Control),1,97.0,7,7
USR_01132,A (Control),0,15.09,2,1
USR_01133,A (Control),0,48.97,5,4
USR_01134,A (Control),0,49.8,3,1
USR_01135,A (Control),0,30.41,5,0
USR_01136,A (Control),0,58.92,3,3
USR_01137,A (Control),0,59.98,4,0
USR_01138,A (Control),0,55.94,3,2
USR_01139,A (Control),1,30.01,3,0
USR_01140,A (Control),0,25.93,4,3
USR_01141,A (Control),0,32.37,2,0
USR_01142,A (Control),0,23.35,6,1
USR_01143,A (Control),0,85.42,8,3
USR_01144,A (Control),0,34.38,2,1
USR_01145,A (Control),0,48.06,4,3
USR_01146,A (Control),0,72.44,5,3
USR_01147,A (Control),0,22.49,3,1
USR_01148,A (Control),0,14.56,2,0
USR_01149,A (Control),0,23.41,4,2
USR_01150,A (Control),0,51.53,4,2
USR_01151,A (Control),1,49.29,5,3
USR_01152,A (Control),0,55.87,3,1
USR_01153,A (Control),0,40.37,3,3
USR_01154,A (Control),0,3.89,5,1
USR_01155,A (Control),0,39.5,5,4
USR_01156,A (Control),0,78.42,5,1
USR_01157,A (Control),0,90.86,4,3
USR_01158,A (Control),0,46.0,1,0
USR_01159,A (Control),0,49.41,5,4
USR_01160,A (Control),0,64.11,6,1
USR_01161,A (Control),0,89.32,4,2
USR_01162,A (Control),0,43.35,6,4
USR_01163,A (Control),0,63.55,2,1
USR_01164,A (Control),0,29.06,5,2
USR_01165,A (Control),0,16.42,4,2
USR_01166,A (Control),0,31.31,3,0
USR_01167,A (Control),0,101.7,4,1
USR_01168,A (Control),0,64.35,3,0
USR_01169,A (Control),0,17.71,3,2
USR_01170,A (Control),0,66.22,5,1
USR_01171,A (Control),0,18.82,4,1
USR_01172,A (Control),0,55.39,4,3
USR_01173,A (Control),0,21.83,4,2
USR_01174,A (Control),0,16.9,5,3
USR_01175,A (Control),0,111.91,4,1
USR_01176,A (Control),0,34.36,4,2
USR_01177,A (Control),0,63.63,4,2
USR_01178,A (Control),0,44.55,3,0
USR_01179,A (Control),0,20.02,5,2
USR_01180,A (Control),0,36.95,5,2
USR_01181,A (Control),0,20.16,4,0
USR_01182,A (Control),0,160.23,4,1
USR_01183,A (Control),0,70.78,4,3
USR_01184,A (Control),0,44.0,4,3
USR_01185,A (Control),0,61.52,6,5
USR_01186,A (Control),1,67.99,4,2
USR_01187,A (Control),0,68.1,4,2
USR_01188,A (Control),1,66.31,5,1
USR_01189,A (Control),0,63.2,1,0
USR_01190,A (Control),0,46.4,3,0
USR_01191,A (Control),0,106.8,6,2
USR_01192,A (Control),0,48.37,6,3
USR_01193,A (Control),0,44.85,5,4
USR_01194,A (Control),0,48.64,5,4
USR_01195,A (Control),0,50.92,2,1
USR_01196,A (Control),0,11.23,5,2
USR_01197,A (Control),0,23.23,1,0
USR_01198,A (Control),0,40.36,6,5
USR_01199,A (Control),0,10.73,2,1
USR_01200,A (Control),0,43.95,5,2
USR_01201,A (Control),0,50.49,4,0
USR_01202,A (Control),0,15.81,6,4
USR_01203,A (Control),0,27.6,1,0
USR_01204,A (Control),0,93.07,4,3
USR_01205,A (Control),0,61.91,4,0
USR_01206,A (Control),0,59.72,6,0
USR_01207,A (Control),0,86.31,7,2
USR_01208,A (Control),0,23.58,4,0
USR_01209,A (Control),0,15.85,2,0
USR_01210,A (Control),0,79.38,3,2
USR_01211,A (Control),0,41.14,4,1
USR_01212,A (Control),0,23.1,3,1
USR_01213,A (Control),0,11.14,4,2
USR_01214,A (Control),0,49.0,3,0
USR_01215,A (Control),0,37.98,6,2
USR_01216,A (Control),1,33.64,3,0
USR_01217,A (Control),0,5.39,5,2
USR_01218,A (Control),0,105.97,6,1
USR_01219,A (Control),0,13.48,4,0
USR_01220,A (Control),0,35.95,5,1
USR_01221,A (Control),0,31.89,8,0
USR_01222,A (Control),0,63.07,6,3
USR_01223,A (Control),0,11.26,5,1
USR_01224,A (Control),0,58.41,2,1
USR_01225,A (Control),0,49.16,4,3
USR_01226,A (Control),0,26.62,1,1
USR_01227,A (Control),0,57.12,6,2
USR_01228,A (Control),0,43.9,6,4
USR_01229,A (Control),1,121.11,4,1
USR_01230,A (Control),0,37.95,3,1
USR_01231,A (Control),0,20.83,4,2
USR_01232,A (Control),0,58.78,6,3
USR_01233,A (Control),0,34.76,4,2
USR_01234,A (Control),0,43.31,3,2
USR_01235,A (Control),0,15.96,5,2
USR_01236,A (Control),1,63.68,2,2
USR_01237,A (Control),0,30.92,2,1
USR_01238,A (Control),1,51.64,6,5
USR_01239,A (Control),1,139.2,4,2
USR_01240,A (Control),0,36.46,6,3
USR_01241,A (Control),0,69.14,3,2
USR_01242,A (Control),1,38.21,7,3
USR_01243,A (Control),0,26.89,6,1
USR_01244,A (Control),1,95.03,4,0
USR_01245,A (Control),0,8.34,7,2
USR_01246,A (Control),0,80.28,2,2
USR_01247,A (Control),0,7.36,6,0
USR_01248,A (Control),0,75.28,2,0
USR_01249,A (Control),0,43.75,6,1
USR_01250,A (Control),0,20.88,3,0
USR_01251,A (Control),0,32.42,6,4
USR_01252,A (Control),0,66.84,4,1
USR_01253,A (Control),0,131.45,6,3
USR_01254,A (Control),0,11.67,6,1
USR_01255,A (Control),0,21.89,4,1
USR_01256,A (Control),0,14.78,6,1
USR_01257,A (Control),0,38.0,6,0
USR_01258,A (Control),0,76.52,2,1
USR_01259,A (Control),0,13.11,5,2
USR_01260,A (Control),0,42.98,5,2
USR_01261,A (Control),0,75.04,5,0
USR_01262,A (Control),0,32.09,6,3
USR_01263,A (Control),0,49.46,3,2
USR_01264,A (Control),0,90.84,5,0
USR_01265,A (Control),0,18.83,8,3
USR_01266,A (Control),0,9.23,4,1
USR_01267,A (Control),0,53.44,7,5
USR_01268,A (Control),0,54.4,6,1
USR_01269,A (Control),0,30.51,4,4
USR_01270,A (Control),1,26.33,3,2
USR_01271,A (Control),0,44.35,6,1
USR_01272,A (Control),0,18.56,5,2
USR_01273,A (Control),0,18.58,5,2
USR_01274,A (Control),1,66.57,3,1
USR_01275,A (Control),0,17.55,2,1
USR_01276,A (Control),0,9.8,3,1
USR_01277,A (Control),1,26.29,6,4
USR_01278,A (Control),0,31.05,3,0
USR_01279,A (Control),0,58.41,7,1
USR_01280,A (Control),0,28.02,4,4
USR_01281,A (Control),0,100.14,3,1
USR_01282,A (Control),0,45.89,2,1
USR_01283,A (Control),1,23.63,5,3
USR_01284,A (Control),0,56.85,6,2
USR_01285,A (Control),0,99.08,3,1
USR_01286,A (Control),0,65.44,5,4
USR_01287,A (Control),0,12.44,5,1
USR_01288,A (Control),0,32.98,3,0
USR_01289,A (Control),1,51.12,2,0
USR_01290,A (Control),0,63.76,5,4
USR_01291,A (Control),0,38.16,5,0
USR_01292,A (Control),0,34.56,6,3
USR_01293,A (Control),0,120.58,4,1
USR_01294,A (Control),0,66.04,3,2
USR_01295,A (Control),0,56.97,2,1
USR_01296,A (Control),0,28.89,9,4
USR_01297,A (Control),0,18.34,5,1
USR_01298,A (Control),0,57.6,7,1
USR_01299,A (Control),0,70.55,3,0
USR_01300,A (Control),0,43.17,7,4
USR_01301,A (Control),0,66.15,7,4
USR_01302,A (Control),0,67.2,6,1
USR_01303,A (Control),0,73.44,5,3
USR_01304,A (Control),0,12.25,5,3
USR_01305,A (Control),1,33.65,4,0
USR_01306,A (Control),0,59.81,3,2
USR_01307,A (Control),0,44.82,4,1
USR_01308,A (Control),0,67.33,4,1
USR_01309,A (Control),0,56.95,5,2
USR_01310,A (Control),0,5.83,5,2
USR_01311,A (Control),0,84.32,5,1
USR_01312,A (Control),0,30.71,3,0
USR_01313,A (Control),0,22.57,5,2
USR_01314,A (Control),1,82.63,8,6
USR_01315,A (Control),0,64.15,6,3
USR_01316,A (Control),0,89.7,5,2
USR_01317,A (Control),0,51.49,5,1
USR_01318,A (Control),0,33.35,6,3
USR_01319,A (Control),0,47.69,4,2
USR_01320,A (Control),0,19.54,5,2
USR_01321,A (Control),1,14.46,6,4
USR_01322,A (Control),0,27.32,5,3
USR_01323,A (Control),0,105.98,2,1
USR_01324,A (Control),0,29.4,8,2
